IRIS2	Type	UnderAge25	OverAge65	ForeignPop	LabourForce	MenLabourForce	WomenLabourForce	UnemployedForeigners	UnemployedTotal	UnemployedAge1524	UnemployedOverAge50	UnemployedMen	UnemployedWomen	UnemployedMore1Year	SelfEmployed	InsecureJobs	SteadyJobs	SingleParentFamilies	NoDiplomas	HouseholderAlone	AttendingSchool	BasicGeneralQualifications	GeneralCertificates	LowerTertiaryEducation	HigherEducationalDegree	Students	IndividualHouse	MultipleDwellingUnits	BuiltBefore1968	Builtafter1990	ParkingSpace	NonOwner	Less40m2	Larger150m2	WithoutCar	TwoOrMoreCars	SubsidizedHousing	MedianIncome
126	H	0.335339168	0.109956236	0.031728665	0.526258206	0.579861111	0.478215768	0	0.095634096	0.164835165	0.142857143	0.101796407	0.088937093	0.04989605	0.071725572	0.138253638	0.692307692	0.159292035	0.071201526	0.488624052	0.988235294	0.101716465	0.105530833	0.148760331	0.266369994	0.1913541	0.236186349	0.738894908	0.426868906	0.144095341	0.634886241	0.703141928	0.179848321	0.036836403	0.22751896	0.19176598	0.150595883	21165
127	H	0.32407932	0.120679887	0.045325779	0.499716714	0.528484848	0.474468085	0.022675737	0.172335601	0.267605634	0.191616766	0.190366972	0.15470852	0.115646259	0.06462585	0.132653061	0.630385488	0.215053763	0.134718499	0.514099783	0.982954545	0.136729223	0.105227882	0.097184987	0.189678284	0.156836461	0.218004338	0.754880694	0.496746204	0.017353579	0.354663774	0.698481562	0.250542299	0.046637744	0.393709328	0.146420824	0.315618221	18645
128	H	0.283099191	0.171136654	0.051085568	0.488292891	0.550047664	0.438461538	0.013949433	0.16652136	0.325842697	0.145454545	0.162911612	0.170175439	0.101133391	0.042720139	0.092414996	0.694856146	0.193333333	0.12245935	0.423255814	0.991071429	0.130589431	0.109756098	0.12703252	0.18648374	0.12195122	0.28372093	0.706046512	0.413023256	0.217674419	0.437209302	0.637209302	0.144186047	0.024186047	0.296744186	0.171162791	0.260465116	20332
129	H	0.369058296	0.119282511	0.052466368	0.455605381	0.497131931	0.418918919	0.015748031	0.183070866	0.365591398	0.108974359	0.175	0.191532258	0.106299213	0.06496063	0.131889764	0.619094488	0.181208054	0.148994018	0.461393597	0.993031359	0.110386079	0.095704187	0.102229473	0.209352909	0.193583469	0.313559322	0.610169492	0.768361582	0.040489642	0.198681733	0.620527307	0.255178908	0.093220339	0.371939736	0.164783427	0.147834275	19064.5
130	H	0.383206789	0.103617686	0.181330951	0.45734703	0.537351443	0.368520264	0.13671875	0.353515625	0.427480916	0.372623574	0.360189573	0.342710997	0.204101563	0.075195313	0.151367188	0.416992188	0.246031746	0.318478261	0.389221557	0.977777778	0.142934783	0.061413043	0.050543478	0.051086957	0.183695652	0.449101796	0.479041916	0.952095808	0.035928144	0.123353293	0.652694611	0.276646707	0.025149701	0.497005988	0.091017964	0.149700599	14365
131	H	0.423865006	0.080755323	0.074327039	0.458015267	0.531914894	0.391933029	0.033333333	0.25	0.377142857	0.243243243	0.2688	0.227184466	0.150877193	0.063157895	0.178947368	0.506140351	0.198076923	0.183783784	0.467889908	0.9669967	0.154299754	0.081572482	0.078624079	0.103685504	0.223587224	0.235779817	0.718348624	0.609174312	0.167889908	0.3	0.767889908	0.289908257	0.030275229	0.442201835	0.095412844	0.286238532	15596
132	H	0.446012703	0.080451658	0.085391673	0.429781228	0.479441997	0.383831522	0.018883415	0.243842365	0.390243902	0.22875817	0.280245023	0.201769912	0.155172414	0.055829228	0.154351396	0.544334975	0.220394737	0.1953125	0.429180887	0.972850679	0.145680147	0.096507353	0.082720588	0.110753676	0.213694853	0.313993174	0.651023891	0.594709898	0.159556314	0.279010239	0.73890785	0.214163823	0.029863481	0.423208191	0.105802048	0.340443686	15098
133	H	0.377406282	0.116514691	0.042046606	0.460992908	0.501039501	0.422924901	0	0.215384615	0.362831858	0.162790698	0.219917012	0.210280374	0.130769231	0.051648352	0.137362637	0.592307692	0.130769231	0.16146789	0.463617464	0.994818653	0.197553517	0.082568807	0.083180428	0.092966361	0.189602446	0.529106029	0.434511435	0.872141372	0.020790021	0.133056133	0.557172557	0.271309771	0.014553015	0.433471933	0.122661123	0.005197505	16964
134	H	0.405904059	0.10101476	0.085793358	0.455719557	0.517771374	0.398402839	0.032388664	0.266194332	0.421052632	0.2	0.257884972	0.276169265	0.153846154	0.048582996	0.133603239	0.546558704	0.163120567	0.208092486	0.40785169	0.988847584	0.16300578	0.100578035	0.086705202	0.086127168	0.165317919	0.526717557	0.443838604	0.815703381	0.061068702	0.221374046	0.575790622	0.245365322	0.032715376	0.430752454	0.119956379	0.118865867	16032.5
135	H	0.377279102	0.133239832	0.059841047	0.413744741	0.468972533	0.366782007	0.021468927	0.262146893	0.446601942	0.208633094	0.286334056	0.235849057	0.179661017	0.048587571	0.099435028	0.585310734	0.24952741	0.252386635	0.313559322	0.981762918	0.159904535	0.076968974	0.060859189	0.087112172	0.144391408	0.520581114	0.455205811	0.853510896	0.004842615	0.222760291	0.634382567	0.08716707	0.041162228	0.421307506	0.131961259	0.322033898	17603
136	H	0.376379362	0.130032806	0.065911124	0.440202803	0.505667506	0.381303116	0.024390244	0.217479675	0.424418605	0.149425287	0.239103362	0.191679049	0.130758808	0.054200542	0.136856369	0.588753388	0.182716049	0.204841713	0.354302242	0.984478936	0.193668529	0.090875233	0.075977654	0.054376164	0.154934823	0.555314534	0.4164859	0.830079537	0.01373825	0.221258134	0.535068691	0.17208966	0.020245842	0.392624729	0.138828633	0.096167751	17962
137	H	0.385468663	0.121464226	0.075429839	0.454242928	0.508083141	0.404482391	0.039072039	0.170940171	0.27	0.201923077	0.161363636	0.182058047	0.10989011	0.042735043	0.146520147	0.637362637	0.161637931	0.183499289	0.334733894	0.979166667	0.187055477	0.129445235	0.079658606	0.071834993	0.147226174	0.448179272	0.528011204	0.56302521	0.102240896	0.306722689	0.701680672	0.131652661	0.022408964	0.30952381	0.148459384	0.427170868	17197.5
138	A	0.30952381	0.142857143	0.023809524	0.476190476	0.590909091	0.35	0	0.1		0	0.153846154	0	0.05	0.15	0.05	0.7	0.333333333	0.081081081	0.476190476	1	0.189189189	0.027027027	0.081081081	0.108108108	0.243243243	0.619047619	0.285714286	1	0	0.238095238	0.619047619	0.380952381	0.142857143	0.19047619	0.333333333	0	19684.1
139	H	0.414906832	0.052795031	0.038509317	0.482608696	0.534854246	0.432399513	0.002574003	0.154440154	0.322580645	0.117647059	0.106635071	0.211267606	0.091377091	0.021879022	0.145431145	0.671814672	0.176470588	0.177246496	0.174484053	0.973244147	0.245671888	0.107996702	0.060181369	0.037098104	0.145094806	0.617260788	0.375234522	0.332082552	0.015009381	0.4315197	0.681050657	0.028142589	0.022514071	0.195121951	0.240150094	0.330206379	23251
140	H	0.355958958	0.142067877	0.046566693	0.453433307	0.511764706	0.401785714	0.006962576	0.147954743	0.342592593	0.148148148	0.154351396	0.140740741	0.091383812	0.047867711	0.120974761	0.682332463	0.133333333	0.132734531	0.273009307	0.986486486	0.218562874	0.101796407	0.086826347	0.080838323	0.135229541	0.823164426	0.143743537	0.971044467	0.007238883	0.197518097	0.283350569	0.058945191	0.047569804	0.244053775	0.240951396	0.024819028	24089
141	H	0.39626352	0.098328417	0.042281219	0.479842675	0.504495504	0.455953533	0.016393443	0.180327869	0.386792453	0.089430894	0.174257426	0.186836518	0.109631148	0.028688525	0.129098361	0.660860656	0.159090909	0.178142767	0.325757576	0.997142857	0.206569804	0.086544536	0.077700569	0.074542009	0.161086545	0.554292929	0.416666667	0.811868687	0.041666667	0.316919192	0.390151515	0.132575758	0.011363636	0.281565657	0.161616162	0.027777778	22014
142	A	0.385224274	0.116094987	0.021108179	0.482849604	0.528735632	0.443902439	0.021857923	0.18579235	0.4	0.0625	0.152173913	0.21978022	0.098360656	0.021857923	0.169398907	0.62295082	0.136363636	0.194630872	0.398773006	0.946428571	0.218120805	0.090604027	0.067114094	0.063758389	0.130872483	0.282208589	0.705521472	0.981595092	0.012269939	0.165644172	0.779141104	0.036809816	0.018404908	0.343558282	0.104294479	0.736196319	17078
143	H	0.378850103	0.139117043	0.038501027	0.431724846	0.483695652	0.385214008	0.010701546	0.133174792	0.325581395	0.117647059	0.150561798	0.113636364	0.067776457	0.033293698	0.123662307	0.708680143	0.114052953	0.130353818	0.35519802	0.995744681	0.194909994	0.074487896	0.073867163	0.08317815	0.204841713	0.70049505	0.251237624	0.862623762	0.086633663	0.228960396	0.366336634	0.211633663	0.033415842	0.28960396	0.178217822	0	25323
144	H	0.377869605	0.12855831	0.041322314	0.453627181	0.497126437	0.413580247	0.004048583	0.159919028	0.319672131	0.140939597	0.165703276	0.153518124	0.08805668	0.042510121	0.148785425	0.647773279	0.138686131	0.138591549	0.39624609	0.989619377	0.18028169	0.098028169	0.076056338	0.102535211	0.174084507	0.597497393	0.348279458	0.861313869	0.087591241	0.257559958	0.500521376	0.216892596	0.035453597	0.363920751	0.145985401	0.089676747	19949.5
145	H	0.320877817	0.168446026	0.053380783	0.494068802	0.567320261	0.433224756	0.019207683	0.241296519	0.36440678	0.25203252	0.253456221	0.228070175	0.130852341	0.039615846	0.166866747	0.552220888	0.189473684	0.203401361	0.526558891	0.979020979	0.173469388	0.092517007	0.06462585	0.084353741	0.13877551	0.23556582	0.733256351	0.384526559	0.055427252	0.412240185	0.736720554	0.2147806	0.017321016	0.415704388	0.080831409	0.396073903	15971.5
146	H	0.356435644	0.193069307	0.081008101	0.394689469	0.455868089	0.341729639	0.031927024	0.244013683	0.36	0.197183099	0.257446809	0.228501229	0.148232611	0.021664766	0.15963512	0.571265678	0.235059761	0.319476082	0.387133183	0.996884735	0.175968109	0.058656036	0.040432802	0.03929385	0.112186788	0.27765237	0.706546275	0.757336343	0.023702032	0.146726862	0.806997743	0.133182844	0.018058691	0.435665914	0.097065463	0.699774266	13976.5
147	H	0.330786026	0.171943231	0.030567686	0.443231441	0.477916195	0.410958904	0.003694581	0.121921182	0.377358491	0.147435897	0.113744076	0.130769231	0.07635468	0.044334975	0.100985222	0.727832512	0.085192698	0.159509202	0.305630027	0.973076923	0.209952284	0.085207907	0.064076346	0.082481254	0.132242672	0.875335121	0.100536193	0.938337802	0.008042895	0.222520107	0.258713137	0.091152815	0.037533512	0.252010724	0.197050938	0.002680965	23494.5
148	H	0.375589314	0.158198009	0.018334206	0.430591933	0.47942158	0.387128713	0	0.105839416	0.327586207	0.110169492	0.102088167	0.109974425	0.058394161	0.03406326	0.099756691	0.759124088	0.143712575	0.156675749	0.29	0.997093023	0.229564033	0.100817439	0.067438692	0.057220708	0.147820163	0.861428571	0.072857143	0.695714286	0.014285714	0.46	0.217142857	0.117142857	0.024285714	0.274285714	0.207142857	0.014285714	26514.5
149	A	0.416666667	0.068627451	0.004901961	0.492647059	0.527777778	0.453125	0	0.069651741	0.266666667	0.117647059	0.070175439	0.068965517	0.034825871	0.029850746	0.084577114	0.815920398	0.068965517	0.138513514	0.1484375	0.977272727	0.243243243	0.121621622	0.118243243	0.081081081	0.141891892	0.796875	0.1953125	0.4453125	0.4375	0.703125	0.40625	0.0234375	0.03125	0.1328125	0.40625	0.125	18848
150	H	0.347490347	0.150579151	0.01029601	0.395109395	0.470139771	0.318122555	0.006514658	0.154723127	0.421875	0.115384615	0.137837838	0.180327869	0.087947883	0.026058632	0.131921824	0.682410423	0.093220339	0.226171244	0.172022684	0.996376812	0.252019386	0.049273021	0.03634895	0.011308562	0.130048465	0.958412098	0.017013233	0.935727788	0.001890359	0.582230624	0.860113422	0.018903592	0.052930057	0.213610586	0.213610586	0.007561437	18409
151	H	0.283261803	0.201180258	0.012339056	0.448497854	0.49543379	0.406882591	0.004784689	0.100478469	0.214285714	0.08988764	0.092165899	0.109452736	0.055023923	0.077751196	0.090909091	0.730861244	0.126865672	0.139475368	0.254054054	0.991111111	0.232245681	0.110684581	0.086372361	0.069737684	0.102367242	0.818918919	0.151351351	0.656756757	0.024324324	0.641891892	0.268918919	0.033783784	0.055405405	0.155405405	0.294594595	0.040540541	19417
152	H	0.333333333	0.104885057	0.018678161	0.490421456	0.543718593	0.441903019	0	0.12109375	0.318681319	0.112107623	0.101663586	0.142857143	0.060546875	0.05078125	0.103515625	0.723632813	0.144827586	0.143546441	0.234200743	0.996644295	0.205669481	0.123039807	0.103136309	0.093486128	0.105548854	0.600991326	0.372986369	0.309789343	0.241635688	0.718711276	0.411400248	0.068153656	0.050805452	0.156133829	0.31598513	0.166047088	19417
153	H	0.304761905	0.217261905	0.022619048	0.435714286	0.499337748	0.383783784	0.005464481	0.143442623	0.263157895	0.146153846	0.135278515	0.152112676	0.079234973	0.069672131	0.102459016	0.681693989	0.163636364	0.203034682	0.355648536	1	0.229046243	0.088150289	0.063583815	0.055635838	0.106213873	0.640167364	0.227336123	0.733612273	0.094839609	0.430962343	0.513249651	0.129707113	0.036262204	0.330543933	0.19665272	0.184100418	20892.83
154	A																																					16962
155	H	0.342682927	0.144207317	0.054573171	0.464939024	0.516169943	0.417498532	0.005245902	0.169180328	0.335403727	0.114942529	0.170761671	0.167369902	0.09704918	0.045901639	0.131147541	0.651803279	0.139737991	0.208570345	0.290421456	0.986928105	0.216913159	0.091770952	0.067880167	0.054607509	0.123246113	0.536398467	0.42835249	0.798467433	0.083524904	0.382375479	0.505747126	0.0651341	0.023754789	0.26743295	0.17394636	0.253639847	28471.75
156	H	0.397291196	0.104740406	0.063205418	0.409029345	0.458563536	0.361381754	0.017660044	0.219646799	0.414893617	0.184713376	0.204819277	0.237745098	0.146799117	0.05187638	0.112582781	0.613686534	0.156462585	0.229363208	0.171171171	0.973544974	0.205778302	0.083136792	0.05365566	0.041863208	0.161556604	0.423423423	0.555555556	0.40990991	0.069069069	0.447447447	0.615615616	0.028528529	0.033033033	0.214714715	0.217717718	0.477477477	22241.25
157	H	0.309881847	0.191192266	0.030075188	0.45810956	0.528009535	0.400782014	0.004689332	0.186400938	0.333333333	0.167785235	0.178329571	0.195121951	0.11137163	0.03985932	0.138335287	0.62954279	0.198473282	0.261889251	0.357907253	0.987068966	0.179153094	0.084690554	0.066449511	0.035830619	0.09771987	0.305588585	0.659928656	0.774078478	0.005945303	0.195005945	0.738406659	0.063020214	0.01902497	0.378121284	0.109393579	0.576694411	24741.25
158	H	0.263717567	0.219055721	0.028923862	0.46958741	0.514064016	0.434848485	0.018115942	0.133152174	0.330188679	0.167487685	0.137735849	0.128919861	0.087862319	0.055253623	0.11865942	0.689311594	0.183544304	0.173413293	0.439252336	0.983606557	0.213893053	0.105947026	0.084457771	0.085957021	0.082958521	0.367884452	0.602378929	0.439252336	0.134239592	0.423959218	0.501274427	0.129141886	0.004248088	0.298215803	0.136788445	0.121495327	24970.5
159	H	0.338931298	0.167938931	0.021374046	0.449872774	0.531151003	0.374263261	0.013574661	0.134615385	0.3	0.120805369	0.135188867	0.133858268	0.084841629	0.062217195	0.102941176	0.695701357	0.109375	0.220142027	0.310209424	1	0.220142027	0.083925113	0.050355068	0.037443512	0.108457069	0.844240838	0.098167539	0.947643979	0.002617801	0.246073298	0.285340314	0.07460733	0.027486911	0.264397906	0.204188482	0.007853403	19580.21
160	H	0.335342466	0.180273973	0.008767123	0.413150685	0.475390156	0.360887097	0	0.183023873	0.371794872	0.122302158	0.174242424	0.19273743	0.120689655	0.035809019	0.127320955	0.653846154	0.196581197	0.256766135	0.303112314	0.996363636	0.229007634	0.072866065	0.028452464	0.019430951	0.100624566	0.465493911	0.52232747	0.803788904	0.00135318	0.207036536	0.634641407	0.073071719	0.0202977	0.324763194	0.125845737	0.49255751	23138.183
161	H	0.355753647	0.123176661	0.02471637	0.462722853	0.526992288	0.405073021	0.003502627	0.144483363	0.398148148	0.137931034	0.136585366	0.15370019	0.087565674	0.042031524	0.11558669	0.695271454	0.101694915	0.241649269	0.262472885	0.984615385	0.209290188	0.0934238	0.061064718	0.045407098	0.114822547	0.775488069	0.202819957	0.851409978	0.090021692	0.267895879	0.339479393	0.039045553	0.039045553	0.248373102	0.197396963	0.129067245	19702.8
162	H	0.395759717	0.116102978	0.039374054	0.412922766	0.486855941	0.344660194	0.004889976	0.210268949	0.373626374	0.215277778	0.190064795	0.236619718	0.123471883	0.026894866	0.152811736	0.605134474	0.203252033	0.324306026	0.226277372	0.988571429	0.230196344	0.046716317	0.031821259	0.007447529	0.118483412	0.672992701	0.300729927	0.745985401	0.010218978	0.195620438	0.547445255	0.026277372	0.018978102	0.280291971	0.169343066	0.281751825	16962
163	H	0.417157275	0.068965517	0.038267452	0.489066442	0.532272325	0.449879711	0.013757524	0.202063629	0.31884058	0.25	0.169435216	0.237076649	0.126397248	0.033533964	0.134995701	0.627687016	0.2	0.240114613	0.265750286	0.990632319	0.256733524	0.081375358	0.053868195	0.029226361	0.123782235	0.373424971	0.608247423	0.565864834	0.099656357	0.295532646	0.694158076	0.084765178	0.025200458	0.273768614	0.16838488	0.550973654	19533
164	Z	0.37590157	0.114552397	0.009758167	0.432329232	0.484848485	0.381863561	0	0.074582924	0.25	0.075268817	0.064285714	0.087145969	0.037291462	0.15407262	0.062806673	0.704612365	0.054545455	0.068432671	0.128272251	1	0.149006623	0.127483444	0.137969095	0.180463576	0.165562914	0.947643979	0.022251309	0.320680628	0.234293194	0.861256545	0.130890052	0.009162304	0.191099476	0.077225131	0.585078534	0	23961
165	H	0.297883598	0.170899471	0.022222222	0.438624339	0.49833887	0.383991895	0.009650181	0.125452352	0.349206349	0.092198582	0.117777778	0.134564644	0.067551267	0.037394451	0.104945718	0.726176116	0.122137405	0.221153846	0.344654088	0.991150442	0.205128205	0.080128205	0.077564103	0.046153846	0.112179487	0.645283019	0.335849057	0.659119497	0.06163522	0.474213836	0.405031447	0.183647799	0.01509434	0.221383648	0.181132075	0.065408805	22104
166	H	0.303900325	0.128927411	0.02708559	0.52383532	0.549086758	0.501030928	0.012409514	0.122026887	0.314285714	0.121693122	0.116424116	0.127572016	0.057911065	0.07549121	0.105480869	0.697001034	0.12295082	0.135117493	0.41216992	0.972850679	0.203655352	0.114882507	0.115535248	0.096605744	0.11618799	0.510907003	0.445464983	0.58783008	0.044776119	0.451205511	0.451205511	0.154994259	0.033295063	0.237657865	0.192881745	0.056257176	21779
167	H	0.324541797	0.178810907	0.024139473	0.45015646	0.516472868	0.393360996	0.015888779	0.167825223	0.289473684	0.198019802	0.174484053	0.160337553	0.090367428	0.094339623	0.11817279	0.616683217	0.146341463	0.188343227	0.389167503	1	0.209929843	0.077711819	0.080949811	0.064220183	0.120885051	0.544633902	0.323971916	0.693079238	0.063189569	0.301905717	0.544633902	0.160481444	0.040120361	0.376128385	0.161484453	0.088264794	21424.5
168	H	0.403369209	0.106223678	0.052877866	0.440804867	0.502982107	0.385499558	0.038216561	0.214437367	0.480392157	0.23880597	0.219367589	0.208715596	0.129511677	0.055201699	0.146496815	0.580679406	0.220588235	0.215027489	0.332527207	0.988668555	0.19792303	0.095907147	0.070861332	0.048869884	0.159437996	0.291414752	0.646916566	0.806529625	0.095525998	0.270858525	0.737605804	0.139056832	0.038694075	0.355501814	0.158403869	0.467956469	17480
169	H	0.2489301	0.007132668	0.208273894	0.030670471	0.021857923	0.123966942	0.093023256	0.069767442	0	0	0.035714286	0.133333333	0.046511628	0.046511628	0.069767442	0.813953488	0	0.176512968	0.192307692	1	0.416426513	0.097262248	0.005763689	0.037463977	0.002161383	0.423076923	0.576923077	1	0	0.692307692	1	0	0.038461538	0.038461538	0.461538462	0	19945.26
170	H	0.354910714	0.146577381	0.058035714	0.430059524	0.489220564	0.381916329	0.01384083	0.164359862	0.270833333	0.141414141	0.166101695	0.16254417	0.091695502	0.024221453	0.150519031	0.653979239	0.231707317	0.246404602	0.385585586	0.990338164	0.214765101	0.081495686	0.059443912	0.03451582	0.122722915	0.299099099	0.569369369	0.607207207	0.001801802	0.300900901	0.738738739	0.05045045	0.009009009	0.344144144	0.156756757	0.576576577	17141
171	H	0.308917197	0.218683652	0.064755839	0.401804671	0.472154964	0.346880907	0.026420079	0.187582563	0.366666667	0.133928571	0.197435897	0.177111717	0.112285337	0.027741083	0.188903567	0.589167768	0.153846154	0.249027237	0.436117936	1	0.190661479	0.083657588	0.060959792	0.048638132	0.105058366	0.264127764	0.658476658	0.646191646	0	0.34029484	0.783783784	0.14004914	0.011056511	0.378378378	0.127764128	0.616707617	15916
172	H	0.436221158	0.05746626	0.084893339	0.455376578	0.518181818	0.397660819	0.015296367	0.235181644	0.343065693	0.25974026	0.221052632	0.25210084	0.147227533	0.021032505	0.170172084	0.566921606	0.2	0.261975163	0.281323877	0.98053528	0.233589592	0.084565346	0.048492017	0.032525133	0.141336487	0.130023641	0.865248227	0.300236407	0	0.169030733	0.875886525	0.036643026	0.021276596	0.342789598	0.109929078	0.854609929	14875.5
173	H	0.3456909	0.162734714	0.041887338	0.44727973	0.480283114	0.417279412	0.012917115	0.167922497	0.393939394	0.203947368	0.176842105	0.158590308	0.088266954	0.049515608	0.118406889	0.662002153	0.142857143	0.174641148	0.31002331	0.97037037	0.215311005	0.084330144	0.06937799	0.05861244	0.130382775	0.604895105	0.367132867	0.804195804	0.052447552	0.333333333	0.490675991	0.113053613	0.017482517	0.257575758	0.174825175	0.164335664	21014
174	H	0.377686796	0.100307062	0.046059365	0.455987718	0.497308934	0.418536585	0.008978676	0.140291807	0.326530612	0.098901099	0.125541126	0.156177156	0.092031425	0.063973064	0.098765432	0.695847363	0.13559322	0.152466368	0.335427136	0.989130435	0.206278027	0.083920564	0.078155029	0.074951954	0.194746957	0.599246231	0.366834171	0.398241206	0.00879397	0.60678392	0.457286432	0.172110553	0.021356784	0.243718593	0.237437186	0.170854271	22871.5
175	H	0.278149387	0.238015608	0.012263099	0.418617614	0.473619632	0.372829418	0	0.119840213	0.384615385	0.138728324	0.111398964	0.128767123	0.071904128	0.059920107	0.07723036	0.739014647	0.141732283	0.143515471	0.362407862	0.979381443	0.214614878	0.081632653	0.084265964	0.053324556	0.111915734	0.662162162	0.318181818	0.794840295	0.002457002	0.371007371	0.342751843	0.122850123	0.022113022	0.272727273	0.167076167	0.108108108	21770
176	H	0.366420874	0.125354509	0.048780488	0.458309699	0.507025761	0.412541254	0.00990099	0.198019802	0.405660377	0.185714286	0.19630485	0.2	0.125	0.02970297	0.127475248	0.642326733	0.180586907	0.302142857	0.305232558	0.98467433	0.207857143	0.056428571	0.052142857	0.025	0.123571429	0.501453488	0.478197674	0.822674419	0.002906977	0.251453488	0.630813953	0.117732558	0.01744186	0.335755814	0.158430233	0.473837209	17657
177	H	0.323484463	0.19205298	0.060112073	0.434029547	0.490990991	0.386976744	0.009389671	0.160798122	0.379746835	0.152866242	0.160550459	0.161057692	0.102112676	0.063380282	0.103286385	0.667840376	0.175438596	0.228824273	0.386363636	1	0.159292035	0.098609355	0.077117573	0.052465234	0.113147914	0.564393939	0.349747475	0.720959596	0.090909091	0.258838384	0.523989899	0.137626263	0.03030303	0.343434343	0.162878788	0.273989899	19652
178	H	0.381512605	0.093557423	0.050420168	0.484593838	0.567567568	0.395348837	0.026589595	0.252023121	0.417475728	0.231884058	0.272380952	0.220588235	0.16300578	0.043930636	0.135260116	0.565317919	0.210884354	0.284164859	0.262295082	0.970588235	0.211135213	0.079537238	0.044107014	0.043383948	0.12219812	0.740983607	0.209836066	0.770491803	0.009836066	0.28852459	0.450819672	0.086885246	0.024590164	0.32295082	0.173770492	0.126229508	20397
179	H	0.351556568	0.123386484	0.045178436	0.469248292	0.52061439	0.423765211	0.01618123	0.173139159	0.358333333	0.186363636	0.181677019	0.163851351	0.109223301	0.051779935	0.131877023	0.642394822	0.207865169	0.194230769	0.333938294	0.981723238	0.211538462	0.093269231	0.087980769	0.076923077	0.117788462	0.287658802	0.691470054	0.567150635	0.088021779	0.361161525	0.735934664	0.051724138	0.014519056	0.29491833	0.143375681	0.613430127	17498
180	H	0.293311037	0.156856187	0.018394649	0.505685619	0.552457814	0.466502766	0.008597884	0.092592593	0.224489796	0.119850187	0.102257636	0.083003953	0.054232804	0.078042328	0.096560847	0.732142857	0.110810811	0.121199838	0.443895554	1	0.152006486	0.112282124	0.145926226	0.17430077	0.110660722	0.369795342	0.601270289	0.554693013	0.060691602	0.482709951	0.407904023	0.155257586	0.041637262	0.231474947	0.206774876	0.062808751	23917
181	H	0.317162808	0.105108416	0.034178611	0.552737964	0.600160256	0.512559403	0.005984043	0.132978723	0.320754717	0.095238095	0.124165554	0.141721854	0.071143617	0.050531915	0.123005319	0.692819149	0.208819715	0.148984199	0.423135464	0.966442953	0.172911964	0.11738149	0.134537246	0.134988713	0.100677201	0.196347032	0.783866058	0.386605784	0.142313546	0.462709285	0.710045662	0.098173516	0.00761035	0.238203957	0.147640791	0.260273973	20484
182	H	0.293367347	0.161443149	0.033892128	0.504008746	0.570602808	0.451402479	0.010845987	0.13087491	0.25210084	0.169491525	0.11577424	0.145953757	0.070137383	0.045553145	0.156905278	0.662328272	0.188046647	0.159877354	0.481294964	0.992882562	0.162505475	0.11651336	0.121769601	0.113885239	0.101182654	0.146043165	0.728057554	0.295683453	0	0.523021583	0.752517986	0.196402878	0.01294964	0.334532374	0.136690647	0.405755396	18091
183	H	0.269856459	0.149760766	0.021052632	0.549760766	0.601239669	0.505347594	0.000870322	0.106179286	0.172413793	0.072164948	0.097938144	0.114638448	0.051348999	0.098346388	0.114012185	0.680591819	0.123310811	0.069574821	0.490666667	0.994186047	0.091109884	0.134732192	0.171728327	0.289895086	0.130314743	0.166222222	0.814222222	0.639111111	0.087111111	0.488888889	0.576	0.179555556	0.073777778	0.194666667	0.248888889	0.004444444	25774
184	H	0.303022126	0.130868861	0.016459795	0.516189962	0.568489124	0.471820449	0.004181913	0.087297439	0.220930233	0.096	0.081695967	0.093023256	0.046523785	0.118139049	0.08625196	0.707266074	0.123931624	0.050731707	0.388193202	0.987562189	0.085528455	0.127154472	0.152520325	0.319349593	0.142764228	0.333333333	0.652355397	0.744186047	0.125223614	0.468097794	0.484197973	0.084078712	0.146690519	0.148479428	0.303518187	0.100178891	32699
185	H	0.376487559	0.091958168	0.020194735	0.438514245	0.46627566	0.411639461	0.003289474	0.075657895	0.169811321	0.078078078	0.050314465	0.103448276	0.030427632	0.184210526	0.069078947	0.667763158	0.080808081	0.070004636	0.173728814	0.994011976	0.117292536	0.132591562	0.138618452	0.219749652	0.178488642	0.850635593	0.13029661	0.274364407	0.205508475	0.810381356	0.245762712	0.027542373	0.195974576	0.060381356	0.547669492	0	41249
186	H	0.37870472	0.144895719	0.01701427	0.401756312	0.461009174	0.347368421	0.005464481	0.06147541	0.178571429	0.077348066	0.049751244	0.075757576	0.028688525	0.131147541	0.053278689	0.75273224	0.061538462	0.045390071	0.228346457	0.996941896	0.114184397	0.129787234	0.143262411	0.219148936	0.180141844	0.804724409	0.077165354	0.159055118	0.124409449	0.711811024	0.283464567	0.107086614	0.077165354	0.146456693	0.494488189	0.116535433	39759
187	H	0.424868368	0.123531794	0.136492507	0.392871608	0.456387665	0.338830585	0.06185567	0.281443299	0.475524476	0.246376812	0.297297297	0.263274336	0.167010309	0.026804124	0.144329897	0.544329897	0.300653595	0.316585629	0.250863061	0.995359629	0.169097785	0.072933549	0.037277147	0.03997839	0.148568341	0.15995397	0.836593786	0.765247411	0	0.384349827	0.842347526	0.01726122	0.002301496	0.332566168	0.116225547	0.582278481	16290
188	H	0.364432597	0.127570449	0.055978675	0.477151561	0.537539936	0.422125182	0.022346369	0.182761373	0.40397351	0.164021164	0.178306092	0.187931034	0.110933759	0.067039106	0.121308859	0.624900239	0.159509202	0.248549323	0.285418821	0.972151899	0.202611219	0.093810445	0.061411992	0.051257253	0.113152805	0.693898656	0.25336091	0.802481903	0.033092037	0.284384695	0.439503619	0.081695967	0.031023785	0.255429162	0.20475698	0.134436401	21539
